PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,Target
-6.185202133682424,-3.7040683839809727,0.01949762045608533,2.4339916255671925,1.1505700558553595,1.8639807552399272,-0.8369263908811556,-0.6174745699832676,-1.9439411026426567,0.3271700307639893,0.751944250761193,-0.5610621045765566,-0.5595219505350193,-0.7323562688617989,0.13502785672308826,-0.25216673188068567,0.4715111416602997,0.10543510072168816,-0.21618461909576348,-0.3361286439846693,0.17611282461954114,-0.0031806695910553406,0.15701971055063968,-0.24523546635741206,0.21096022963836733,0.4914071786179949,-0.08986704146776331,-0.08090561578571512,-0.15631494266947737,0.23067128039930643,0.06567318073309103,-0.23324466530895682,0.08608981818331078,0.04550213153512411,0.040992005067526316,-0.13777530351400538,-0.13636403811328227,-0.2481679662618299,0.4004984320236985,0.1694840196871401,1.0
-1.963727618397054,-6.467970348484125,5.357859521166241,-4.254247381135864,-0.5495250547333616,-0.10541484542416035,-0.5332365181238962,-0.784654414230999,-1.1078830008155602,0.2773296760240891,1.2921127105165457,0.07985110110130211,-0.4070698273434693,-0.20736305644737696,0.1480718342307894,-0.1844235193944198,0.18576497713172335,-0.2946036720340578,-0.2500849036826513,0.39561860120506004,-0.18199389186114384,0.06156124923750702,-0.08657151432137916,0.22274892080572406,0.15618174963285997,-0.24340467494882836,0.09072515626667861,0.01673022374774749,-0.2432398063203205,-0.04436191292902128,-0.1954086563574038,-0.01818429501374981,-0.2966401294505676,0.01187054447177821,-0.09317112446548037,0.1599979046387826,0.25527539479894207,-0.34448905869668767,-0.3505561596289587,0.01768595941863782,1.0
-5.708907161582218,-4.1168474264887625,-0.3856205528927076,-2.4250691793573145,1.7452342446950613,0.961641688649318,0.05082969051534203,-0.8094918541134359,-0.9733465370065573,0.4384037821993938,0.016232363827132334,0.6414727998134191,-0.314558417808319,-0.08876952999337967,-0.022058760368629138,-0.035812149092643825,0.3809341812633715,0.6136526734196117,0.0003168196282246072,-0.8628349346949309,-0.12457594677907385,0.4472098089921918,0.04331918870497847,0.22622636094115894,0.00562800783816432,-0.19075175419307683,-0.05004647662462976,-0.32610326657375444,0.4319424775432045,0.12210817344130176,0.21365393261500681,-0.14478999224129097,0.1111354503592346,0.43283763918954254,0.27565698772806485,-0.7081793657714506,-0.2874125521090486,-0.21819626199190656,0.7051637727160676,0.4278763978953468,1.0
-5.503167772118266,-3.101418132523678,-0.3914318753591761,-2.0800762621575104,-1.0640347318898307,0.08896339848723744,-0.7016111514998826,-0.8215834236920287,1.5542735089322763,0.411430657288929,0.42828958240529813,0.7068827006664081,-0.5253274566942056,-0.17397668758385312,0.6685570908224681,-0.13976069833193303,0.3991942902866864,-0.17511609113060433,-0.470781182193862,0.17643998913537423,-0.18605638013427,-0.02946064169175011,-0.019636913913059995,0.1536756658185219,-0.049810245131098635,-0.08150061306874323,0.06789239812240772,-0.29095093080634415,-0.10689901257038256,0.024205690427558324,-0.17708826391445653,-0.2504701458051918,0.10448510582549633,0.0034470584586400455,-0.14332280864504257,0.42329115672670137,0.12738775361807558,-0.051461905681261834,-0.39245826062402467,0.030221050955751186,1.0
-7.978923503037672,-0.653684693089471,-0.558572724736401,2.2006995522405166,-0.20039793808815642,1.9006645173207444,0.3912277860871872,0.04915440105396873,0.7647492625866412,-0.5062864612483663,-0.7054530547039712,0.24047645814191032,-0.5821294426289882,-1.2971549786142995,0.5652464038550739,-0.26267868233832115,0.12398618085634824,0.6664614761448129,0.1372343778636983,-0.15723211882690596,0.36390693959134707,-0.5559509580783013,-0.02987112134775656,0.2576814518935602,-0.13483680217582766,-0.12087899036733091,-0.32185427787613236,0.4307841650642903,-0.11428133265543684,-0.1484175211338209,-0.016439889619361825,-0.23512776256656803,-0.568122762462389,-0.3624732181478596,0.3658222462937006,0.3042785304176646,-0.011950536521339726,0.06786867306413016,0.050447577766664836,-0.14254519303234123,1.0
-6.924014636970848,-0.11495403169516383,1.351007699356996,-2.5844242100474197,0.40830466553246375,-0.8385843194780814,1.2636982995472523,0.24597022388794132,-1.469592995695754,0.43230637345349265,1.131723638674611,0.8433674449804289,-0.42002509741696714,0.40520619822961573,-0.28253562589746073,-0.11803953777316481,-0.5520202376539247,-0.2289214641627318,-0.008594567937680542,0.03835838045273009,-0.2699534956624282,-0.0564096764618138,-0.011501307042336525,-0.16929776574149824,0.35845018595664735,-0.21088783439598918,-0.18178130590924269,-0.38860223549389344,-0.15802170076377958,0.5011512679156993,-0.04685310245958267,0.28291461531670503,-9.72248812218246e-05,-0.015134312860369904,0.2623743630874714,-0.4246403322302803,-0.22151741453195725,0.37798670690550834,-0.014783548580284703,0.4462258360476783,1.0
-4.811021719820796,-3.7347831669810256,1.977376870378379,-3.038685166290518,-0.0024222556633611836,0.059139252354466265,-0.5254737034514896,-0.9210904575546471,0.5568224893034088,-0.01956481167463142,0.49573959709417725,0.8850912232796221,-0.4467091406055084,0.06299760828777884,0.2491802591081634,0.09707182593524122,0.13947637585947853,-0.749476436661425,-0.3722990847175136,-0.30718320687133577,0.26021188190616584,-0.034046927707536284,-0.3653939024390852,0.2795463359239343,0.08361437732040303,-0.22789068634732132,0.2692277016149584,-0.2593603039299335,0.17767233471403054,0.07173770014605788,-0.10963005217003094,-0.0379874815019087,0.0837586821972913,-0.05502093253868505,0.45338327185303917,0.13541366964880563,-0.0925948217906753,-0.16127989035254497,-0.02611672423244854,-0.0056408557611335175,1.0
-6.63973020005977,-2.053099647036119,0.12993424376698104,-2.535805345486907,-0.40254072211986397,-0.8088283366667868,-0.4276489703375299,0.3142562750368705,1.596440148152133,0.8446632525694318,-0.48409118354177066,1.4333040682663418,0.40420961370861647,0.26183866282685164,0.3122260115439454,-0.33471092335594255,0.06339800364970186,0.07026539501618839,-0.2175123779647587,-0.28377058937703586,0.5172775567173185,0.30341368721399564,0.3033127275487799,-0.22172008773382368,0.23869152748230393,-0.03154640388936963,0.3125940048846152,-0.043128534989022596,-0.2524191614877799,0.05630257265199663,0.3321359782482395,0.09147575409754499,0.007953065714519966,0.019558204794594004,-0.44710001141124156,-0.2637923935800425,0.13914062877378985,-0.03893973679562718,-0.18414191346108782,0.30843542949058217,1.0
-4.89793629608589,-2.603674286563058,0.24891998990774916,1.0451559062623612,1.3219079051549498,-1.4662502089428895,-1.104151201138058,2.469644782551817,1.2403695432210688,-0.5556185508473934,-1.6607887405998802,-0.32112274326260704,1.0097809779599298,0.46724702414276864,0.6627740397350765,-1.3027870497188387,-0.05913959512022468,0.255247570682412,-0.3259020439290815,-0.44024698709655397,0.394609287248376,0.2679263013271036,-0.35286962007269396,-0.23189609853403062,0.20413277120368808,0.2168569575276963,0.10554019446762508,-0.06572540365722755,0.2340106649847199,-0.03487600226473772,0.1320341625138936,-0.2366168857926325,-0.08794393784913804,-0.5816136417352694,-0.05752010092326189,0.13268974962645907,0.008099366337556979,0.20167507119807698,0.4793647655587252,-0.18281115283745608,1.0
-3.7474399166909986,13.983744096615652,6.042779026293572,-4.0681315228883985,2.161907464321982,0.37938232810911343,1.1104040406500453,1.5270584132765794,1.8599883034039655,0.3693053207298562,0.5671449675225237,0.6069059779931467,-0.23272603824692661,-0.01121846531963322,0.4514995843165147,0.3781493129911174,0.27371416216802297,0.10107050442057675,-0.039762495309206114,-0.2668241419211007,0.037395553704676746,-0.3916178500427453,0.11748318828095139,0.0237863957192114,-0.3747340682134888,-0.02588439714773405,-0.18763692832624418,0.12436840319498779,-0.08629817553464475,0.029668822266458672,0.7440556815954102,0.5152064198666599,0.4073928517905959,0.18246963624104517,0.08045939825875165,0.13267163154037587,-0.19204839402519353,-0.020571643748853674,-0.04379669889860958,0.16043989530327094,1.0
